0.000000000000000000e+00 1.994802349383423934e+00 0.000000000000000000e+00
1.000159184972938689e-03 1.989736090993392770e+00 1.000000000000000021e-03
2.000318369945877379e-03 1.985582589476464488e+00 2.000000000000000042e-03
3.000477554918816285e-03 1.979817997647086214e+00 3.000000000000000062e-03
4.000636739891754758e-03 1.974882685746306210e+00 4.000000000000000083e-03
5.000795924864693230e-03 1.969862895029385497e+00 5.000000000000000104e-03
6.000955109837632570e-03 1.964648958007662705e+00 6.000000000000000125e-03
7.001114294810571043e-03 1.959780100624773258e+00 7.000000000000000146e-03
8.001273479783509515e-03 1.955310612947634086e+00 8.000000000000000167e-03
9.001432664756447988e-03 1.949301790247097932e+00 9.000000000000001055e-03
1.000159184972938646e-02 1.945075448889290737e+00 1.000000000000000194e-02
1.100175103470232493e-02 1.939851544238247572e+00 1.100000000000000283e-02
1.200191021967526514e-02 1.935810534942977501e+00 1.200000000000000372e-02
1.300206940464820361e-02 1.929396261981712435e+00 1.300000000000000461e-02
1.400222858962114209e-02 1.925437585556958986e+00 1.400000000000000550e-02
1.500238777459408056e-02 1.919916325223028464e+00 1.500000000000000638e-02
1.600254695956701903e-02 1.914928098176757576e+00 1.600000000000000727e-02
1.700270614453995924e-02 1.909549361201666962e+00 1.700000000000000816e-02
1.800286532951289598e-02 1.905377568079426931e+00 1.800000000000000905e-02
1.900302451448583618e-02 1.900361385348955601e+00 1.900000000000000994e-02
2.000318369945877292e-02 1.895263104049244030e+00 2.000000000000001082e-02
2.100334288443171313e-02 1.889533352407779310e+00 2.100000000000001171e-02
2.200350206940464987e-02 1.885482869646715853e+00 2.200000000000001260e-02
2.300366125437759007e-02 1.880085025238166230e+00 2.300000000000001349e-02
2.400382043935053028e-02 1.875178155237108069e+00 2.400000000000001438e-02
2.500397962432346702e-02 1.870304904922545974e+00 2.500000000000001527e-02
2.600413880929640723e-02 1.863910656834872670e+00 2.600000000000001615e-02
2.700429799426934396e-02 1.860078448521773398e+00 2.700000000000001704e-02
2.800445717924228417e-02 1.855130294436303950e+00 2.800000000000001793e-02
2.900461636421522091e-02 1.850300816477013610e+00 2.900000000000001882e-02
3.000477554918816112e-02 1.844974887011601838e+00 3.000000000000001971e-02
3.100493473416109785e-02 1.839681558433490238e+00 3.100000000000002059e-02
3.200509391913403806e-02 1.835343676110950506e+00 3.200000000000002148e-02
3.300525310410697827e-02 1.829664711971078939e+00 3.300000000000002237e-02
3.400541228907991848e-02 1.824891527812816383e+00 3.400000000000002326e-02
3.500557147405285174e-02 1.820181235529891417e+00 3.500000000000002415e-02
3.600573065902579195e-02 1.815334312842521003e+00 3.600000000000002504e-02
3.700588984399873216e-02 1.810066799098128953e+00 3.700000000000002592e-02
3.800604902897167237e-02 1.805066250505338976e+00 3.800000000000002681e-02
3.900620821394460563e-02 1.800074819227325706e+00 3.900000000000002770e-02
4.000636739891754584e-02 1.795149579274119445e+00 4.000000000000002859e-02
4.100652658389048605e-02 1.789560107924929921e+00 4.100000000000002948e-02
4.200668576886342626e-02 1.785568820881616947e+00 4.200000000000003036e-02
4.300684495383636646e-02 1.780455691586743550e+00 4.300000000000003125e-02
4.400700413880929973e-02 1.775619840400635141e+00 4.400000000000003214e-02
4.500716332378223994e-02 1.770070639583116723e+00 4.500000000000003303e-02
4.600732250875518015e-02 1.764998387808541125e+00 4.600000000000003392e-02
4.700748169372812035e-02 1.760158729387991894e+00 4.700000000000003481e-02
4.800764087870106056e-02 1.755487553382872878e+00 4.800000000000003569e-02
4.900780006367399383e-02 1.749826062975591068e+00 4.900000000000003658e-02
5.000795924864693404e-02 1.744818236505437437e+00 5.000000000000003747e-02
5.100811843361987424e-02 1.740329718958459004e+00 5.100000000000003836e-02
5.200827761859281445e-02 1.735715922952684398e+00 5.200000000000003925e-02
5.300843680356574772e-02 1.729799779561472572e+00 5.300000000000004013e-02
5.400859598853868793e-02 1.725475481241876219e+00 5.400000000000004102e-02
5.500875517351162813e-02 1.720445917837602812e+00 5.500000000000004191e-02
5.600891435848456834e-02 1.715375285454428411e+00 5.600000000000004280e-02
5.700907354345750855e-02 1.710216257096880410e+00 5.700000000000004369e-02
5.800923272843044182e-02 1.705707900373415020e+00 5.800000000000004458e-02
5.900939191340338202e-02 1.701396254112601092e+00 5.900000000000004546e-02
6.000955109837632223e-02 1.695712538302984518e+00 6.000000000000004635e-02
6.100971028334926244e-02 1.690672265097840299e+00 6.100000000000004724e-02
6.200986946832219571e-02 1.686104724822981904e+00 6.200000000000004813e-02
6.301002865329513591e-02 1.680761251975607662e+00 6.300000000000004208e-02
6.401018783826807612e-02 1.675784066540329187e+00 6.400000000000004297e-02
6.501034702324101633e-02 1.670684361327879675e+00 6.500000000000004385e-02
6.601050620821395654e-02 1.665565319608939054e+00 6.600000000000004474e-02
6.701066539318689674e-02 1.660798861853522768e+00 6.700000000000004563e-02
6.801082457815983695e-02 1.655928481759119553e+00 6.800000000000004652e-02
6.901098376313276328e-02 1.650771073882161488e+00 6.900000000000004741e-02
7.001114294810570349e-02 1.645945707875755781e+00 7.000000000000004829e-02
7.101130213307864369e-02 1.640763905162165859e+00 7.100000000000004918e-02
7.201146131805158390e-02 1.636122701034809612e+00 7.200000000000005007e-02
7.301162050302452411e-02 1.631496730902537884e+00 7.300000000000005096e-02
7.401177968799746432e-02 1.626474015889703528e+00 7.400000000000005185e-02
7.501193887297040452e-02 1.621711835799235280e+00 7.500000000000005274e-02
7.601209805794334473e-02 1.615833809273795385e+00 7.600000000000005362e-02
7.701225724291628494e-02 1.611798492921881598e+00 7.700000000000005451e-02
7.801241642788921127e-02 1.606100731189425979e+00 7.800000000000005540e-02
7.901257561286215148e-02 1.601755825115205534e+00 7.900000000000005629e-02
8.001273479783509168e-02 1.596900710583732508e+00 8.000000000000005718e-02
8.101289398280803189e-02 1.591427093680877647e+00 8.100000000000005806e-02
8.201305316778097210e-02 1.586821176976388914e+00 8.200000000000005895e-02
8.301321235275391230e-02 1.581695146415538877e+00 8.300000000000005984e-02
8.401337153772685251e-02 1.576504100498725025e+00 8.400000000000006073e-02
8.501353072269979272e-02 1.571987132545886512e+00 8.500000000000006162e-02
8.601368990767273293e-02 1.566770925975543571e+00 8.600000000000006251e-02
8.701384909264565926e-02 1.562173422085962882e+00 8.700000000000006339e-02
8.801400827761859946e-02 1.556707540247960209e+00 8.800000000000006428e-02
8.901416746259153967e-02 1.551689922683761047e+00 8.900000000000006517e-02
9.001432664756447988e-02 1.547097891379383139e+00 9.000000000000006606e-02
9.101448583253742008e-02 1.542521435440483701e+00 9.100000000000006695e-02
9.201464501751036029e-02 1.537269700368967706e+00 9.200000000000006783e-02
9.301480420248330050e-02 1.532042867980919265e+00 9.300000000000006872e-02
9.401496338745624071e-02 1.527211990316097223e+00 9.400000000000006961e-02
9.501512257242918091e-02 1.522011460566792929e+00 9.500000000000007050e-02
9.601528175740212112e-02 1.517913541338005157e+00 9.600000000000007139e-02
9.701544094237504745e-02 1.512879176239462664e+00 9.700000000000007228e-02
9.801560012734798766e-02 1.507958617231073717e+00 9.800000000000007316e-02
9.901575931232092787e-02 1.503246318256203695e+00 9.900000000000007405e-02
1.000159184972938681e-01 1.497745327374401692e+00 1.000000000000000749e-01
1.010160776822668083e-01 1.492468761861433180e+00 1.010000000000000758e-01
1.020162368672397485e-01 1.488138529282683420e+00 1.020000000000000767e-01
1.030163960522126887e-01 1.483198893787836647e+00 1.030000000000000776e-01
1.040165552371856289e-01 1.478266415382519350e+00 1.040000000000000785e-01
1.050167144221585691e-01 1.473458652178197603e+00 1.050000000000000794e-01
1.060168736071314954e-01 1.468516431180563409e+00 1.060000000000000803e-01
1.070170327921044356e-01 1.463468302154092848e+00 1.070000000000000812e-01
1.080171919770773759e-01 1.458764336778680226e+00 1.080000000000000820e-01
1.090173511620503161e-01 1.453599770907572530e+00 1.090000000000000829e-01
1.100175103470232563e-01 1.448598377308190521e+00 1.100000000000000838e-01
1.110176695319961965e-01 1.444088405272189846e+00 1.110000000000000847e-01
1.120178287169691367e-01 1.438950083473238495e+00 1.120000000000000856e-01
1.130179879019420769e-01 1.434165956427914335e+00 1.130000000000000865e-01
1.140181470869150171e-01 1.429141151399396126e+00 1.140000000000000874e-01
1.150183062718879434e-01 1.423942358397916053e+00 1.150000000000000883e-01
